Scenario - Slideshow_D2.sce
Logfile written - 08/20/2021 11:44:33

Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

0	Pulse	55	0	0	NA
1	Pulse	55	10000	9333	NA
1	Pulse	55	20000	19333	NA
1	Pulse	55	30000	29333	NA
1	Pulse	55	40000	39333	NA
2	Pulse	55	50000	8737	NA
2	Pulse	55	60000	18737	NA
2	Pulse	55	70000	28737	NA
2	Pulse	55	80000	38737	NA
3	Pulse	55	90000	8140	NA
3	Pulse	55	100000	18140	NA
3	Pulse	55	110000	28140	NA
3	Pulse	55	120000	38140	NA
4	Pulse	55	130000	7543	NA
4	Pulse	55	140000	17543	NA
4	Pulse	55	150000	27543	NA
4	Pulse	55	160000	37543	NA
5	Pulse	55	170000	6947	NA
5	Pulse	55	180000	16947	NA
5	Pulse	55	190000	26947	NA
5	Pulse	55	200000	36947	NA
6	Pulse	55	210000	6350	NA
6	Pulse	55	220000	16350	NA
6	Pulse	55	230000	26350	NA
6	Pulse	55	240000	36350	NA
7	Pulse	55	250000	5753	NA
7	Pulse	55	260000	15753	NA
7	Pulse	55	270000	25753	NA
7	Pulse	55	280000	35753	NA
8	Pulse	55	290000	5156	NA
8	Pulse	55	300000	15156	NA
8	Pulse	55	310000	25156	NA
8	Pulse	55	320000	35156	NA
9	Pulse	55	330000	4560	NA
9	Pulse	55	340000	14560	NA
9	Pulse	55	350000	24560	NA
9	Pulse	55	360000	34560	NA
10	Pulse	55	370000	4046	NA
10	Pulse	55	380000	14046	NA
10	Pulse	55	390000	24046	NA
10	Pulse	55	400000	34046	NA
11	Pulse	55	410000	3533	NA
11	Pulse	55	420000	13533	NA
11	Pulse	55	430000	23533	NA
11	Pulse	55	440000	33533	NA
12	Pulse	55	450000	3020	NA
12	Pulse	55	460000	13020	NA
12	Pulse	55	470000	23020	NA
12	Pulse	55	480000	33020	NA
13	Pulse	55	490000	2423	NA
13	Pulse	55	500000	12423	NA
13	Pulse	55	510000	22423	NA
13	Pulse	55	520000	32423	NA
14	Pulse	55	530000	1826	NA
14	Pulse	55	540000	11826	NA
14	Pulse	55	550000	21826	NA
14	Pulse	55	560000	31826	NA
15	Pulse	55	570000	1230	NA
15	Pulse	55	580000	11230	NA
15	Pulse	55	590000	21230	NA
15	Pulse	55	600000	31230	NA
16	Pulse	55	610000	633	NA
16	Pulse	55	620000	10633	NA
16	Pulse	55	630000	20633	NA
16	Pulse	55	640000	30633	NA
17	Pulse	55	650000	36	NA
17	Pulse	55	660000	10036	NA
17	Pulse	55	670000	20036	NA
17	Pulse	55	680000	30036	NA
17	Pulse	55	690000	40036	NA
18	Pulse	55	700000	9439	NA
18	Pulse	55	710000	19439	NA
18	Pulse	55	720000	29439	NA
18	Pulse	55	730000	39439	NA
19	Pulse	55	740000	8843	NA
19	Pulse	55	750000	18843	NA
19	Pulse	55	760000	28843	NA
19	Pulse	55	770000	38843	NA
20	Pulse	55	780000	8246	NA
20	Pulse	55	790000	18246	NA
