ID	block	trial_block	trial_cat	trial_total	number	violation	level_violation	onset	duration	Response	Hit_Miss	RT	pre_trial_fixcross_ISIfirst_trigger_at: 0
1	Correct	56	542	380	6	0	0	296814	692	0	correct_rejection	NA	0
1	Correct	57	543	381	5	0	0	297522	692	0	correct_rejection	NA	0
1	Correct	58	544	382	4	0	0	298231	692	0	correct_rejection	NA	0
1	Correct	59	545	383	0	1	2	298940	691	1	hit	501	0
1	Correct	60	546	384	6	0	0	299648	692	0	correct_rejection	NA	0
1	Correct	61	547	385	5	0	0	300357	691	0	correct_rejection	NA	0
1	Correct	62	548	386	0	1	1	301065	692	1	hit	444	0
1	Correct	63	549	387	4	0	0	301774	691	0	correct_rejection	NA	0
1	Correct	64	550	388	9	0	0	302482	692	0	correct_rejection	NA	0
1	Correct	65	551	389	0	1	1	303191	692	0	miss	NA	0
1	Correct	66	552	390	8	0	0	303900	691	0	correct_rejection	NA	0
1	Correct	67	553	391	7	0	0	304608	692	0	correct_rejection	NA	0
1	Correct	68	554	392	9	0	0	305317	691	0	correct_rejection	NA	0
1	Correct	69	555	393	8	0	0	306025	692	0	correct_rejection	NA	0
1	Correct	70	556	394	0	1	1	306734	692	1	hit	365	0
1	Correct	71	557	395	7	0	0	307442	692	0	correct_rejection	NA	0
1	Correct	72	558	396	9	0	0	308151	692	0	correct_rejection	NA	0
1	Correct	73	559	397	8	0	0	308859	692	0	correct_rejection	NA	0
1	Correct	74	560	398	7	0	0	309568	692	0	correct_rejection	NA	0
1	Correct	75	561	399	7	0	0	310277	691	0	correct_rejection	NA	0
1	Correct	76	562	400	8	0	0	310985	692	0	correct_rejection	NA	0
1	Correct	77	563	401	9	0	0	311694	691	0	correct_rejection	NA	0
1	Correct	78	564	402	7	0	0	312402	692	0	correct_rejection	NA	0
1	Correct	79	565	403	8	0	0	313111	692	0	correct_rejection	NA	0
1	Correct	80	566	404	9	0	0	313819	692	0	correct_rejection	NA	0
1	Correct	81	567	405	7	0	0	314528	692	0	correct_rejection	NA	0
1	Correct	82	568	406	8	0	0	315237	691	0	correct_rejection	NA	0
1	Correct	83	569	407	9	0	0	315945	692	0	correct_rejection	NA	0
1	Correct	84	570	408	4	0	0	316654	691	0	correct_rejection	NA	0
1	Correct	85	571	409	5	0	0	317362	692	0	correct_rejection	NA	0
1	Correct	86	572	410	6	0	0	318071	692	0	correct_rejection	NA	0
1	Correct	87	573	411	4	0	0	318779	692	0	correct_rejection	NA	0
1	Correct	88	574	412	5	0	0	319488	692	0	correct_rejection	NA	0
1	Correct	89	575	413	0	1	1	320197	691	1	hit	439	0
1	Correct	90	576	414	6	0	0	320905	692	0	correct_rejection	NA	0
1	Correct	91	577	415	4	0	0	321614	691	0	correct_rejection	NA	0
1	Correct	92	578	416	5	0	0	322322	692	0	correct_rejection	NA	0
1	Correct	93	579	417	6	0	0	323031	691	0	correct_rejection	NA	0
1	Correct	94	580	418	6	0	0	323739	692	0	correct_rejection	NA	0
1	Correct	95	581	419	0	1	1	324448	692	1	hit	466	0
1	Correct	96	582	420	5	0	0	325157	691	0	correct_rejection	NA	0
1	Correct	97	583	421	4	0	0	325865	692	0	correct_rejection	NA	0
1	Correct	98	584	422	6	0	0	326574	691	0	correct_rejection	NA	0
1	Correct	99	585	423	5	0	0	327282	692	0	correct_rejection	NA	0
1	Correct	100	586	424	4	0	0	327991	691	0	correct_rejection	NA	0
1	Correct	101	587	425	6	0	0	328699	692	0	correct_rejection	NA	0
1	Correct	102	588	426	5	0	0	329408	692	0	correct_rejection	NA	0
1	Correct	103	589	427	4	0	0	330116	692	0	correct_rejection	NA	0
1	Correct	104	590	428	9	0	0	330825	692	0	correct_rejection	NA	0
1	Correct	105	591	429	8	0	0	331534	691	0	correct_rejection	NA	0
1	Correct	106	592	430	7	0	0	332242	692	0	correct_rejection	NA	0
1	Correct	107	593	431	9	0	0	332951	691	0	correct_rejection	NA	0
1	Correct	108	594	432	8	0	0	333659	692	0	correct_rejection	NA	0
1	Correct	109	595	433	7	0	0	334368	692	0	correct_rejection	NA	0
1	Correct	110	596	434	9	0	0	335076	692	0	correct_rejection	NA	0
1	Correct	111	597	435	8	0	0	335785	692	0	correct_rejection	NA	0
1	Correct	112	598	436	7	0	0	336494	691	0	correct_rejection	NA	0
1	Correct	113	599	437	7	0	0	337202	692	0	correct_rejection	NA	0
1	Correct	114	600	438	8	0	0	337911	691	0	correct_rejection	NA	0
1	Correct	115	601	439	0	1	1	338619	692	1	hit	380	0
1	Correct	116	602	440	9	0	0	339328	692	0	correct_rejection	NA	0
1	Correct	117	603	441	7	0	0	340036	692	0	correct_rejection	NA	0
1	Correct	118	604	442	8	0	0	340745	692	0	correct_rejection	NA	0
1	Correct	119	605	443	9	0	0	341454	691	0	correct_rejection	NA	0
1	Correct	120	606	444	7	0	0	342162	692	0	correct_rejection	NA	0
1	Correct	121	607	445	8	0	0	342871	691	0	correct_rejection	NA	0
1	Correct	122	608	446	9	0	0	343579	692	0	correct_rejection	NA	0
1	Correct	123	609	447	0	1	4	344288	691	1	hit	353	0
1	Correct	124	610	448	4	0	0	344996	692	0	correct_rejection	NA	0
1	Correct	125	611	449	5	0	0	345705	692	0	correct_rejection	NA	0
1	Correct	126	612	450	6	0	0	346414	691	0	correct_rejection	NA	0
1	Correct	127	613	451	4	0	0	347122	692	0	correct_rejection	NA	0
1	Correct	128	614	452	5	0	0	347831	691	0	correct_rejection	NA	0
1	Correct	129	615	453	6	0	0	348539	692	0	correct_rejection	NA	0
1	Correct	130	616	454	0	1	2	349248	691	1	hit	413	0
1	Correct	131	617	455	4	0	0	349956	692	0	correct_rejection	NA	0
1	Correct	132	618	456	5	0	0	350665	692	0	correct_rejection	NA	0
1	Correct	133	619	457	6	0	0	351373	692	0	correct_rejection	NA	0
1	Correct	134	620	458	6	0	0	352082	692	0	correct_rejection	NA	0
1	Correct	135	621	459	5	0	0	352791	691	0	correct_rejection	NA	0
1	Correct	136	622	460	4	0	0	353499	692	0	correct_rejection	NA	0
1	Correct	137	623	461	6	0	0	354208	691	0	correct_rejection	NA	0
1	Correct	138	624	462	5	0	0	354916	692	0	correct_rejection	NA	0
1	Correct	139	625	463	0	1	1	355625	692	1	hit	354	0
1	Correct	140	626	464	4	0	0	356333	692	0	correct_rejection	NA	0
1	Correct	141	627	465	6	0	0	357042	692	0	correct_rejection	NA	0
1	Correct	142	628	466	5	0	0	357751	691	0	correct_rejection	NA	0
1	Correct	143	629	467	4	0	0	358459	692	0	correct_rejection	NA	0
1	Correct	144	630	468	0	1	3	359168	691	1	hit	394	0
1	Correct	145	631	469	9	0	0	359876	692	0	correct_rejection	NA	0
1	Correct	146	632	470	8	0	0	360585	692	0	correct_rejection	NA	0
1	Correct	147	633	471	7	0	0	361293	692	0	correct_rejection	NA	0
1	Correct	148	634	472	9	0	0	362002	692	0	correct_rejection	NA	0
1	Correct	149	635	473	8	0	0	362711	691	0	correct_rejection	NA	0
1	Correct	150	636	474	7	0	0	363419	692	0	correct_rejection	NA	0
1	Correct	151	637	475	9	0	0	364128	691	0	correct_rejection	NA	0
1	Correct	152	638	476	8	0	0	364836	692	0	correct_rejection	NA	0
1	Correct	153	639	477	7	0	0	365545	691	0	correct_rejection	NA	0
1	Correct	154	640	478	7	0	0	366253	692	0	correct_rejection	NA	0
1	Correct	155	641	479	8	0	0	366962	692	0	correct_rejection	NA	0
1	Correct	156	642	480	9	0	0	367671	691	0	correct_rejection	NA	0
1	Correct	157	643	481	7	0	0	368379	692	0	correct_rejection	NA	0
1	Correct	158	644	482	8	0	0	369088	691	0	correct_rejection	NA	0
1	Correct	159	645	483	9	0	0	369796	692	0	correct_rejection	NA	0
1	Correct	160	646	484	7	0	0	370505	691	0	correct_rejection	NA	0
1	Correct	161	647	485	8	0	0	371213	692	0	correct_rejection	NA	0
1	Correct	162	648	486	9	0	0	371922	692	0	correct_rejection	NA	0
1	Triplet	1	487	487	6	0	0	379216	692	0	correct_rejection	NA	1139974
1	Triplet	2	488	488	5	0	0	379925	691	0	correct_rejection	NA	0
1	Triplet	3	489	489	4	0	0	380633	692	0	correct_rejection	NA	0
1	Triplet	4	490	490	4	0	0	381342	691	0	correct_rejection	NA	0
1	Triplet	5	491	491	5	0	0	382050	692	0	correct_rejection	NA	0
1	Triplet	6	492	492	6	0	0	382759	691	0	correct_rejection	NA	0
1	Triplet	7	493	493	9	0	0	383467	692	0	correct_rejection	NA	0
1	Triplet	8	494	494	8	0	0	384176	692	0	correct_rejection	NA	0
1	Triplet	9	495	495	0	1	1	384885	691	1	hit	424	0
1	Triplet	10	496	496	7	0	0	385593	692	0	correct_rejection	NA	0
1	Triplet	11	497	497	4	0	0	386302	691	0	correct_rejection	NA	0
1	Triplet	12	498	498	5	0	0	387010	692	0	correct_rejection	NA	0
1	Triplet	13	499	499	6	0	0	387719	691	0	correct_rejection	NA	0
1	Triplet	14	500	500	0	1	2	388427	692	1	hit	385	0
1	Triplet	15	501	501	6	0	0	389136	692	0	correct_rejection	NA	0
1	Triplet	16	502	502	5	0	0	389844	692	0	correct_rejection	NA	0
1	Triplet	17	503	503	4	0	0	390553	692	0	correct_rejection	NA	0
1	Triplet	18	504	504	6	0	0	391262	691	0	correct_rejection	NA	0
1	Triplet	19	505	505	5	0	0	391970	692	0	correct_rejection	NA	0
1	Triplet	20	506	506	4	0	0	392679	691	0	correct_rejection	NA	0
1	Triplet	21	507	507	7	0	0	393387	692	0	correct_rejection	NA	0
1	Triplet	22	508	508	0	1	1	394096	692	1	hit	455	0
1	Triplet	23	509	509	8	0	0	394804	692	0	correct_rejection	NA	0
1	Triplet	24	510	510	9	0	0	395513	692	0	correct_rejection	NA	0
1	Triplet	25	511	511	6	0	0	396222	691	0	correct_rejection	NA	0
1	Triplet	26	512	512	5	0	0	396930	692	0	correct_rejection	NA	0
1	Triplet	27	513	513	4	0	0	397639	691	0	correct_rejection	NA	0
1	Triplet	28	514	514	9	0	0	398347	692	0	correct_rejection	NA	0
1	Triplet	29	515	515	8	0	0	399056	692	0	correct_rejection	NA	0
1	Triplet	30	516	516	7	0	0	399764	692	0	correct_rejection	NA	0
1	Triplet	31	517	517	9	0	0	400473	692	0	correct_rejection	NA	0
1	Triplet	32	518	518	8	0	0	401182	691	0	correct_rejection	NA	0
1	Triplet	33	519	519	7	0	0	401890	692	0	correct_rejection	NA	0
1	Triplet	34	520	520	0	1	2	402599	691	1	hit	413	0
1	Triplet	35	521	521	7	0	0	403307	692	0	correct_rejection	NA	0
1	Triplet	36	522	522	8	0	0	404016	691	0	correct_rejection	NA	0
1	Triplet	37	523	523	9	0	0	404724	692	0	correct_rejection	NA	0
1	Triplet	38	524	524	0	1	2	405433	692	1	hit	484	0
1	Triplet	39	525	525	4	0	0	406142	691	0	correct_rejection	NA	0
1	Triplet	40	526	526	5	0	0	406850	692	0	correct_rejection	NA	0
1	Triplet	41	527	527	6	0	0	407559	691	0	correct_rejection	NA	0
1	Triplet	42	528	528	4	0	0	408267	692	0	correct_rejection	NA	0
1	Triplet	43	529	529	5	0	0	408976	691	0	correct_rejection	NA	0
1	Triplet	44	530	530	6	0	0	409684	692	0	correct_rejection	NA	0
1	Triplet	45	531	531	7	0	0	410393	692	0	correct_rejection	NA	0
1	Triplet	46	532	532	8	0	0	411101	692	0	correct_rejection	NA	0
1	Triplet	47	533	533	0	1	1	411810	692	1	hit	424	0
1	Triplet	48	534	534	9	0	0	412519	691	0	correct_rejection	NA	0
1	Triplet	49	535	535	7	0	0	413227	692	0	correct_rejection	NA	0
1	Triplet	50	536	536	8	0	0	413936	691	0	correct_rejection	NA	0
1	Triplet	51	537	537	9	0	0	414644	692	0	correct_rejection	NA	0
1	Triplet	52	538	538	9	0	0	415353	692	0	correct_rejection	NA	0
1	Triplet	53	539	539	8	0	0	416061	692	0	correct_rejection	NA	0
1	Triplet	54	540	540	7	0	0	416770	692	0	correct_rejection	NA	0
1	Triplet	55	541	541	4	0	0	417479	691	0	correct_rejection	NA	0
1	Triplet	56	542	542	5	0	0	418187	692	0	correct_rejection	NA	0
1	Triplet	57	543	543	0	1	1	418896	691	1	hit	555	0
1	Triplet	58	544	544	6	0	0	419604	692	0	correct_rejection	NA	0
1	Triplet	59	545	545	7	0	0	420313	692	0	correct_rejection	NA	0
1	Triplet	60	546	546	8	0	0	421021	692	0	correct_rejection	NA	0
1	Triplet	61	547	547	9	0	0	421730	692	0	correct_rejection	NA	0
1	Triplet	62	548	548	6	0	0	422439	691	0	correct_rejection	NA	0
1	Triplet	63	549	549	5	0	0	423147	692	0	correct_rejection	NA	0
1	Triplet	64	550	550	4	0	0	423856	691	0	correct_rejection	NA	0
1	Triplet	65	551	551	6	0	0	424564	692	0	correct_rejection	NA	0
1	Triplet	66	552	552	0	1	1	425273	691	1	hit	402	0
1	Triplet	67	553	553	5	0	0	425981	692	0	correct_rejection	NA	0
1	Triplet	68	554	554	4	0	0	426690	692	0	correct_rejection	NA	0
1	Triplet	69	555	555	0	1	2	427399	691	1	hit	454	0
1	Triplet	70	556	556	4	0	0	428107	692	0	correct_rejection	NA	0
1	Triplet	71	557	557	5	0	0	428816	691	0	correct_rejection	NA	0
1	Triplet	72	558	558	6	0	0	429524	692	0	correct_rejection	NA	0
1	Triplet	73	559	559	4	0	0	430233	691	0	correct_rejection	NA	0
1	Triplet	74	560	560	5	0	0	430941	692	0	correct_rejection	NA	0
1	Triplet	75	561	561	0	1	1	431650	692	1	hit	472	0
1	Triplet	76	562	562	6	0	0	432358	692	0	correct_rejection	NA	0
1	Triplet	77	563	563	6	0	0	433067	692	0	correct_rejection	NA	0
1	Triplet	78	564	564	5	0	0	433776	691	0	correct_rejection	NA	0
1	Triplet	79	565	565	0	1	1	434484	692	1	hit	376	0
1	Triplet	80	566	566	4	0	0	435193	691	0	correct_rejection	NA	0
1	Triplet	81	567	567	7	0	0	435901	692	0	correct_rejection	NA	0
1	Triplet	82	568	568	8	0	0	436610	692	0	correct_rejection	NA	0
1	Triplet	83	569	569	9	0	0	437318	692	0	correct_rejection	NA	0
1	Triplet	84	570	570	9	0	0	438027	692	0	correct_rejection	NA	0
1	Triplet	85	571	571	8	0	0	438736	691	0	correct_rejection	NA	0
1	Triplet	86	572	572	7	0	0	439444	692	0	correct_rejection	NA	0
1	Triplet	87	573	573	4	0	0	440153	691	0	correct_rejection	NA	0
1	Triplet	88	574	574	5	0	0	440861	692	0	correct_rejection	NA	0
1	Triplet	89	575	575	6	0	0	441570	692	0	correct_rejection	NA	0
1	Triplet	90	576	576	9	0	0	442278	692	0	correct_rejection	NA	0
1	Triplet	91	577	577	0	1	1	442987	692	1	hit	393	0
1	Triplet	92	578	578	8	0	0	443696	691	0	correct_rejection	NA	0
1	Triplet	93	579	579	7	0	0	444404	692	0	correct_rejection	NA	0
1	Triplet	94	580	580	9	0	0	445113	691	0	correct_rejection	NA	0
1	Triplet	95	581	581	0	1	1	445821	692	1	hit	530	0
1	Triplet	96	582	582	8	0	0	446530	691	0	correct_rejection	NA	0
1	Triplet	97	583	583	7	0	0	447238	692	0	correct_rejection	NA	0
1	Triplet	98	584	584	6	0	0	447947	692	0	correct_rejection	NA	0
1	Triplet	99	585	585	5	0	0	448656	691	0	correct_rejection	NA	0
1	Triplet	100	586	586	4	0	0	449364	692	0	correct_rejection	NA	0
1	Triplet	101	587	587	9	0	0	450073	691	0	correct_rejection	NA	0
1	Triplet	102	588	588	8	0	0	450781	692	0	correct_rejection	NA	0
1	Triplet	103	589	589	7	0	0	451490	691	0	correct_rejection	NA	0
1	Triplet	104	590	590	7	0	0	452198	692	0	correct_rejection	NA	0
1	Triplet	105	591	591	8	0	0	452907	692	0	correct_rejection	NA	0
1	Triplet	106	592	592	9	0	0	453615	692	0	correct_rejection	NA	0
1	Triplet	107	593	593	7	0	0	454324	692	0	correct_rejection	NA	0
1	Triplet	108	594	594	0	1	1	455033	691	1	hit	419	0
1	Triplet	109	595	595	8	0	0	455741	692	0	correct_rejection	NA	0
1	Triplet	110	596	596	9	0	0	456450	691	0	correct_rejection	NA	0
1	Triplet	111	597	597	6	0	0	457158	692	0	correct_rejection	NA	0
1	Triplet	112	598	598	0	1	1	457867	692	1	hit	382	0
1	Triplet	113	599	599	5	0	0	458575	692	0	correct_rejection	NA	0
1	Triplet	114	600	600	4	0	0	459284	692	0	correct_rejection	NA	0
1	Triplet	115	601	601	9	0	0	459993	691	0	correct_rejection	NA	0
1	Triplet	116	602	602	8	0	0	460701	692	0	correct_rejection	NA	0
1	Triplet	117	603	603	7	0	0	461410	691	0	correct_rejection	NA	0
1	Triplet	118	604	604	6	0	0	462118	692	0	correct_rejection	NA	0
1	Triplet	119	605	605	5	0	0	462827	692	0	correct_rejection	NA	0
1	Triplet	120	606	606	4	0	0	463535	692	0	correct_rejection	NA	0
1	Triplet	121	607	607	7	0	0	464244	692	0	correct_rejection	NA	0
1	Triplet	122	608	608	8	0	0	464953	691	0	correct_rejection	NA	0
1	Triplet	123	609	609	9	0	0	465661	692	0	correct_rejection	NA	0
1	Triplet	124	610	610	7	0	0	466370	691	0	correct_rejection	NA	0
1	Triplet	125	611	611	8	0	0	467078	692	0	correct_rejection	NA	0
1	Triplet	126	612	612	9	0	0	467787	691	0	correct_rejection	NA	0
1	Triplet	127	613	613	4	0	0	468495	692	0	correct_rejection	NA	0
1	Triplet	128	614	614	5	0	0	469204	692	0	correct_rejection	NA	0
1	Triplet	129	615	615	0	1	1	469912	692	1	hit	388	0
1	Triplet	130	616	616	6	0	0	470621	692	0	correct_rejection	NA	0
1	Triplet	131	617	617	6	0	0	471330	691	0	correct_rejection	NA	0
1	Triplet	132	618	618	5	0	0	472038	692	0	correct_rejection	NA	0
1	Triplet	133	619	619	4	0	0	472747	691	0	correct_rejection	NA	0
1	Triplet	134	620	620	4	0	0	473455	692	0	correct_rejection	NA	0
1	Triplet	135	621	621	5	0	0	474164	692	0	correct_rejection	NA	0
1	Triplet	136	622	622	6	0	0	474872	692	0	correct_rejection	NA	0
1	Triplet	137	623	623	7	0	0	475581	692	0	correct_rejection	NA	0
1	Triplet	138	624	624	8	0	0	476290	691	0	correct_rejection	NA	0
1	Triplet	139	625	625	9	0	0	476998	692	0	correct_rejection	NA	0
1	Triplet	140	626	626	9	0	0	477707	691	0	correct_rejection	NA	0
1	Triplet	141	627	627	8	0	0	478415	692	0	correct_rejection	NA	0
1	Triplet	142	628	628	7	0	0	479124	692	0	correct_rejection	NA	0
1	Triplet	143	629	629	9	0	0	479832	692	0	correct_rejection	NA	0
1	Triplet	144	630	630	8	0	0	480541	692	0	correct_rejection	NA	0
1	Triplet	145	631	631	7	0	0	481250	691	0	correct_rejection	NA	0
1	Triplet	146	632	632	0	1	2	481958	692	1	hit	489	0
1	Triplet	147	633	633	4	0	0	482667	691	0	correct_rejection	NA	0
1	Triplet	148	634	634	5	0	0	483375	692	0	correct_rejection	NA	0
1	Triplet	149	635	635	6	0	0	484084	692	0	correct_rejection	NA	0
1	Triplet	150	636	636	4	0	0	484792	692	0	correct_rejection	NA	0
1	Triplet	151	637	637	5	0	0	485501	692	0	correct_rejection	NA	0
1	Triplet	152	638	638	6	0	0	486210	691	0	correct_rejection	NA	0
1	Triplet	153	639	639	9	0	0	486918	692	0	correct_rejection	NA	0
1	Triplet	154	640	640	8	0	0	487627	691	0	correct_rejection	NA	0
1	Triplet	155	641	641	0	1	1	488335	692	1	hit	441	0
1	Triplet	156	642	642	7	0	0	489044	691	0	correct_rejection	NA	0
1	Triplet	157	643	643	7	0	0	489752	692	0	correct_rejection	NA	0
1	Triplet	158	644	644	8	0	0	490461	692	0	correct_rejection	NA	0
1	Triplet	159	645	645	9	0	0	491169	692	0	correct_rejection	NA	0
1	Triplet	160	646	646	6	0	0	491878	692	0	correct_rejection	NA	0
1	Triplet	161	647	647	5	0	0	492587	691	0	correct_rejection	NA	0
1	Triplet	162	648	648	4	0	0	493295	692	0	correct_rejection	NA	0
1	Nonet	1	1	649	9	0	0	503457	692	0	correct_rejection	NA	1515569
1	Nonet	2	2	650	8	0	0	504165	692	0	correct_rejection	NA	0
1	Nonet	3	3	651	7	0	0	504874	692	0	correct_rejection	NA	0
1	Nonet	4	4	652	9	0	0	505583	691	0	correct_rejection	NA	0
1	Nonet	5	5	653	0	1	1	506291	692	1	hit	389	0
1	Nonet	6	6	654	8	0	0	507000	691	0	correct_rejection	NA	0
1	Nonet	7	7	655	7	0	0	507708	692	0	correct_rejection	NA	0
1	Nonet	8	8	656	9	0	0	508417	692	0	correct_rejection	NA	0
1	Nonet	9	9	657	0	1	1	509125	692	1	hit	414	0
1	Nonet	10	10	658	8	0	0	509834	692	0	correct_rejection	NA	0
1	Nonet	11	11	659	7	0	0	510543	691	0	correct_rejection	NA	0
1	Nonet	12	12	660	6	0	0	511251	692	0	correct_rejection	NA	0
1	Nonet	13	13	661	5	0	0	511960	691	0	correct_rejection	NA	0
1	Nonet	14	14	662	0	1	1	512668	692	1	hit	409	0
1	Nonet	15	15	663	4	0	0	513377	691	0	correct_rejection	NA	0
1	Nonet	16	16	664	6	0	0	514085	692	0	correct_rejection	NA	0
1	Nonet	17	17	665	5	0	0	514794	692	0	correct_rejection	NA	0
1	Nonet	18	18	666	4	0	0	515503	691	0	correct_rejection	NA	0
1	Nonet	19	19	667	6	0	0	516211	692	0	correct_rejection	NA	0
1	Nonet	20	20	668	5	0	0	516920	691	0	correct_rejection	NA	0
1	Nonet	21	21	669	4	0	0	517628	692	0	correct_rejection	NA	0
1	Nonet	22	22	670	6	0	0	518337	691	0	correct_rejection	NA	0
1	Nonet	23	23	671	5	0	0	519045	692	0	correct_rejection	NA	0
1	Nonet	24	24	672	4	0	0	519754	692	0	correct_rejection	NA	0
1	Nonet	25	25	673	6	0	0	520462	692	0	correct_rejection	NA	0
1	Nonet	26	26	674	5	0	0	521171	692	0	correct_rejection	NA	0
1	Nonet	27	27	675	0	1	1	521880	691	1	hit	388	0
1	Nonet	28	28	676	4	0	0	522588	692	0	correct_rejection	NA	0
1	Nonet	29	29	677	6	0	0	523297	691	0	correct_rejection	NA	0
1	Nonet	30	30	678	0	1	1	524005	692	1	hit	426	0
1	Nonet	31	31	679	5	0	0	524714	692	0	correct_rejection	NA	0
1	Nonet	32	32	680	4	0	0	525422	692	0	correct_rejection	NA	0
1	Nonet	33	33	681	9	0	0	526131	692	0	correct_rejection	NA	0
1	Nonet	34	34	682	8	0	0	526840	691	0	correct_rejection	NA	0
1	Nonet	35	35	683	7	0	0	527548	692	0	correct_rejection	NA	0
1	Nonet	36	36	684	9	0	0	528257	691	0	correct_rejection	NA	0
1	Nonet	37	37	685	8	0	0	528965	692	0	correct_rejection	NA	0
1	Nonet	38	38	686	7	0	0	529674	692	0	correct_rejection	NA	0
1	Nonet	39	39	687	9	0	0	530382	692	0	correct_rejection	NA	0
1	Nonet	40	40	688	8	0	0	531091	692	0	correct_rejection	NA	0
1	Nonet	41	41	689	7	0	0	531800	691	0	correct_rejection	NA	0
1	Nonet	42	42	690	4	0	0	532508	692	0	correct_rejection	NA	0
1	Nonet	43	43	691	5	0	0	533217	691	0	correct_rejection	NA	0
1	Nonet	44	44	692	6	0	0	533925	692	0	correct_rejection	NA	0
1	Nonet	45	45	693	4	0	0	534634	691	0	correct_rejection	NA	0
1	Nonet	46	46	694	0	1	1	535342	692	0	miss	NA	0
1	Nonet	47	47	695	5	0	0	536051	692	0	correct_rejection	NA	0
1	Nonet	48	48	696	6	0	0	536760	691	0	correct_rejection	NA	0
1	Nonet	49	49	697	0	1	2	537468	692	1	hit	429	0
1	Nonet	50	50	698	4	0	0	538177	691	0	correct_rejection	NA	0
1	Nonet	51	51	699	5	0	0	538885	692	0	correct_rejection	NA	0
1	Nonet	52	52	700	6	0	0	539594	691	0	correct_rejection	NA	0
1	Nonet	53	53	701	4	0	0	540302	692	0	correct_rejection	NA	0
1	Nonet	54	54	702	5	0	0	541011	692	0	correct_rejection	NA	0
1	Nonet	55	55	703	6	0	0	541719	692	0	correct_rejection	NA	0
1	Nonet	56	56	704	4	0	0	542428	692	0	correct_rejection	NA	0
1	Nonet	57	57	705	5	0	0	543137	691	0	correct_rejection	NA	0
1	Nonet	58	58	706	6	0	0	543845	692	0	correct_rejection	NA	0
1	Nonet	59	59	707	4	0	0	544554	691	0	correct_rejection	NA	0
1	Nonet	60	60	708	5	0	0	545262	692	0	correct_rejection	NA	0
1	Nonet	61	61	709	6	0	0	545971	692	0	correct_rejection	NA	0
1	Nonet	62	62	710	7	0	0	546679	692	0	correct_rejection	NA	0
1	Nonet	63	63	711	8	0	0	547388	692	0	correct_rejection	NA	0
1	Nonet	64	64	712	9	0	0	548097	691	0	correct_rejection	NA	0
1	Nonet	65	65	713	7	0	0	548805	692	0	correct_rejection	NA	0
1	Nonet	66	66	714	0	1	1	549514	691	1	hit	359	0
1	Nonet	67	67	715	8	0	0	550222	692	0	correct_rejection	NA	0
1	Nonet	68	68	716	9	0	0	550931	692	0	correct_rejection	NA	0
1	Nonet	69	69	717	7	0	0	551639	692	0	correct_rejection	NA	0
1	Nonet	70	70	718	8	0	0	552348	692	0	correct_rejection	NA	0
1	Nonet	71	71	719	9	0	0	553057	691	0	correct_rejection	NA	0
1	Nonet	72	72	720	4	0	0	553765	692	0	correct_rejection	NA	0
1	Nonet	73	73	721	5	0	0	554474	691	0	correct_rejection	NA	0
1	Nonet	74	74	722	6	0	0	555182	692	0	correct_rejection	NA	0
1	Nonet	75	75	723	4	0	0	555891	691	0	correct_rejection	NA	0
1	Nonet	76	76	724	5	0	0	556599	692	0	correct_rejection	NA	0
1	Nonet	77	77	725	6	0	0	557308	692	0	correct_rejection	NA	0
1	Nonet	78	78	726	4	0	0	558017	691	0	correct_rejection	NA	0
1	Nonet	79	79	727	5	0	0	558725	692	0	correct_rejection	NA	0
1	Nonet	80	80	728	6	0	0	559434	691	0	correct_rejection	NA	0
1	Nonet	81	81	729	9	0	0	560142	692	0	correct_rejection	NA	0
1	Nonet	82	82	730	8	0	0	560851	691	0	correct_rejection	NA	0
1	Nonet	83	83	731	7	0	0	561559	692	0	correct_rejection	NA	0
1	Nonet	84	84	732	9	0	0	562268	692	0	correct_rejection	NA	0
1	Nonet	85	85	733	8	0	0	562976	692	0	correct_rejection	NA	0
1	Nonet	86	86	734	7	0	0	563685	692	0	correct_rejection	NA	0
1	Nonet	87	87	735	9	0	0	564394	691	0	correct_rejection	NA	0
1	Nonet	88	88	736	8	0	0	565102	692	0	correct_rejection	NA	0
1	Nonet	89	89	737	7	0	0	565811	691	0	correct_rejection	NA	0
1	Nonet	90	90	738	0	1	3	566519	692	1	hit	450	0
1	Nonet	91	91	739	9	0	0	567228	692	0	correct_rejection	NA	0
1	Nonet	92	92	740	8	0	0	567936	692	0	correct_rejection	NA	0
1	Nonet	93	93	741	7	0	0	568645	692	0	correct_rejection	NA	0
1	Nonet	94	94	742	9	0	0	569354	691	0	correct_rejection	NA	0
1	Nonet	95	95	743	8	0	0	570062	692	0	correct_rejection	NA	0
1	Nonet	96	96	744	7	0	0	570771	691	0	correct_rejection	NA	0
1	Nonet	97	97	745	9	0	0	571479	692	0	correct_rejection	NA	0
1	Nonet	98	98	746	8	0	0	572188	692	0	correct_rejection	NA	0
1	Nonet	99	99	747	7	0	0	572896	692	0	correct_rejection	NA	0
1	Nonet	100	100	748	7	0	0	573605	692	0	correct_rejection	NA	0
1	Nonet	101	101	749	8	0	0	574314	691	0	correct_rejection	NA	0
1	Nonet	102	102	750	9	0	0	575022	692	0	correct_rejection	NA	0
1	Nonet	103	103	751	7	0	0	575731	691	0	correct_rejection	NA	0
1	Nonet	104	104	752	8	0	0	576439	692	0	correct_rejection	NA	0
1	Nonet	105	105	753	9	0	0	577148	691	0	correct_rejection	NA	0
